Id,AccountId,Name,Amount,CurrencyIsoCode,StageName,CreatedDate,CloseDate,IsClosed,IsWon
006_alqvrb397zm39n,001_uuxl4gdjooiohi,Deal - Expansion,33776.51,USD,Qualified,2023-03-31,,False,False
006_9fpuq2rbvw927g,001_77bd1pixexm0rm,Deal - New,20784.32,EUR,Closed Lost,2025-05-15,2025-06-08,True,False
006_0imlwjam4lqmsb,001_ym6k6wnw343dx2,Deal - New,7510.36,USD,Negotiation,2024-06-23,,False,False
006_ed81tqjtafiovd,001_v2ty5xg9rs3vis,Deal - Expansion,28684.24,EUR,Qualified,2025-04-11,,False,False
006_w53us35iwpjx4n,001_zat57f7wq5f4uh,Deal - Renewal,6674.88,EUR,Closed Lost,2023-06-13,2023-08-28,True,False
006_a73o5r04sbsrn8,001_f2vmiz2v5qiskn,Deal - New,11104.78,USD,Qualified,2024-08-12,,False,False
006_3ipklupo6tsg0n,001_ot34juum0zsn7n,Deal - New,11551.59,USD,Closed Lost,2025-04-07,2025-07-20,True,False
006_dux2z989m5dv1z,001_dbszfh2xyp3kwl,Deal - Renewal,5265.65,EUR,Closed Won,2023-07-15,2023-11-09,True,True
006_r5an5um5n06lsf,001_u4qecwlgt8p3zg,Deal - Renewal,33897.59,USD,Closed Won,2023-03-15,2023-06-28,True,True
006_q8njpaho0hzeyv,001_mijbi55uzivkxd,Deal - Renewal,9467.16,USD,Closed Won,2023-06-19,2023-08-19,True,True
006_8l6kenk8mky2uv,001_o1n3l2e3osuye6,Deal - Expansion,15358.32,USD,Proposal,2024-02-06,,False,False
006_zz3bnvyg4545wu,001_uuxl4gdjooiohi,Deal - Renewal,6910.25,USD,Closed Lost,2025-07-29,2025-08-27,True,False
006_v5v2xsf672gvoh,001_25v82tdvqw84tz,Deal - Renewal,14763.31,USD,Closed Lost,2023-07-07,2023-09-12,True,False
006_d78bla2a149dpx,001_71l61rww6d5rtj,Deal - New,15654.42,USD,Negotiation,2023-07-28,,False,False
006_1hfqozsajv59zr,001_u4qecwlgt8p3zg,Deal - Renewal,12921.67,USD,Closed Won,2023-05-11,2023-08-18,True,True
006_ibvuj0r9lnigcq,001_icu6rnc6vx5u1c,Deal - Expansion,12389.64,AED,Closed Lost,2025-05-26,2025-07-25,True,False
006_d9kslp65608y07,001_6kc6mz3ivt23rt,Deal - New,16839.91,USD,Proposal,2025-01-20,,False,False
006_t8y9ula8apk0ip,001_v5j384qqw2xo5s,Deal - Expansion,10365.93,USD,Qualified,2023-07-16,,False,False
006_vsyn2f6jj4yru7,001_9dbcf09hreho3f,Deal - New,7777.52,EUR,Closed Lost,2023-01-25,2023-03-18,True,False
006_0fntpxp1vbra9x,001_v5j384qqw2xo5s,Deal - Expansion,14093.06,USD,Closed Lost,2024-10-06,2024-12-25,True,False
006_y5223cb8f6e4h5,001_ylgns8r9fjqcwi,Deal - New,21298.02,USD,Closed Lost,2023-07-29,2023-09-10,True,False
006_m1x8bxcst2tz7w,001_dv5nilkua3i6dn,Deal - New,6879.25,USD,Proposal,2025-02-27,,False,False
006_6712bp4r0rx83n,001_2eh4s2z0g1de0q,Deal - Expansion,12773.34,USD,Proposal,2024-06-29,,False,False
006_7n4m570b7l4hmn,001_8nw6skg0793oe1,Deal - New,5401.76,EUR,Qualified,2025-01-12,,False,False
006_6tzvdx8hs0vz5a,001_o8ylhb3k8q1hih,Deal - New,4083.91,AED,Closed Lost,2025-05-16,2025-07-30,True,False
006_4708hjp6vfdi40,001_iyyj4ff69nq2i7,Deal - New,18822.45,USD,Closed Lost,2025-05-04,2025-07-15,True,False
006_wx51oksl8c8421,001_vu85owg9p02qf3,Deal - Expansion,7305.9,EUR,Closed Won,2025-05-10,2025-05-25,True,True
006_82v9vpe43rn3pg,001_q2td8pztgzf978,Deal - New,32431.7,USD,Closed Won,2024-08-07,2024-09-08,True,True
006_fb2lo7x5ra4nbw,001_b6frl8sw1vvcr2,Deal - Expansion,7760.2,USD,Closed Won,2025-06-01,2025-08-20,True,True
006_88g0w1oyhukfwe,001_h2rmn3g45iovrr,Deal - New,46910.0,USD,Closed Won,2024-09-04,2024-10-18,True,True
006_urawfb593nrfwa,001_u4qecwlgt8p3zg,Deal - Expansion,50804.88,USD,Closed Lost,2024-11-21,2025-03-20,True,False
006_mn7qfqtewmpatv,001_lekxny6s7oxtej,Deal - Renewal,15039.45,EUR,Closed Won,2023-10-03,2024-01-30,True,True
006_v6f95kgf8f7uvj,001_xmqo2r87fi5m60,Deal - Renewal,26707.81,EUR,Negotiation,2024-03-11,,False,False
006_0t5ymhyp88m2vv,001_tigyfzhzvbabst,Deal - New,10483.84,USD,Closed Lost,2024-10-21,2025-02-12,True,False
006_mcjxghm4lsb6an,001_qrk7b5crgbb7uq,Deal - New,21082.52,USD,Closed Lost,2023-10-31,2024-02-14,True,False
006_idxubig9a3zeat,001_ot34juum0zsn7n,Deal - Renewal,9646.69,USD,Qualified,2024-11-11,,False,False
006_au32hfvvrd39fw,001_trxxpdcxfgmeau,Deal - New,14249.16,USD,Qualified,2024-08-20,,False,False
006_ccb45t6794t9ea,001_hl746fp4fsx6lk,Deal - Expansion,25402.54,USD,Closed Lost,2023-03-10,2023-03-27,True,False
006_4yzywlhun8wxye,001_dv5nilkua3i6dn,Deal - Renewal,6160.06,AED,Negotiation,2024-04-23,,False,False
006_4eogkqjvbzsjok,001_7q1hk3ijk3w8ld,Deal - Renewal,15371.64,USD,Qualified,2024-07-03,,False,False
006_x8lvsdxy6f3zp9,001_hp9dbi7n6kgxn2,Deal - Expansion,8607.56,USD,Closed Lost,2024-04-29,2024-07-01,True,False
006_knaji4z62jv7mr,001_b8dod2dseojnmn,Deal - Expansion,20690.54,USD,Closed Lost,2025-09-07,2025-11-26,True,False
006_u2je2e2wov6dcw,001_8lnk4iw81dme6b,Deal - Renewal,12695.72,USD,Qualified,2024-07-29,,False,False
006_cxa57gzf0axnj8,001_ovs61okn2n1n3a,Deal - Renewal,17681.9,USD,Closed Lost,2024-05-08,2024-08-25,True,False
006_i1hs00pl2jxasd,001_mksf3o7sxw48pp,Deal - New,17184.09,USD,Closed Won,2024-06-16,2024-09-30,True,True
006_7zq8fz7i8hb3gu,001_u3wgbgn5ft3fuq,Deal - Renewal,12872.29,USD,Closed Lost,2023-09-10,2023-12-01,True,False
006_918ogqivqmsqgt,001_v2ty5xg9rs3vis,Deal - New,22056.25,USD,Negotiation,2024-05-04,,False,False
006_dpy2ukfgc467w2,001_pnn6tx1kg6cycx,Deal - Expansion,6149.93,EUR,Closed Lost,2025-09-18,2025-10-02,True,False
006_dpkd12wk5na7bl,001_8h755n7te4hx4v,Deal - New,2741.28,AED,Closed Won,2023-06-13,2023-07-21,True,True
006_ty57wkbca3agqm,001_qng6wpe7ldt1ww,Deal - Expansion,17165.65,USD,Closed Lost,2023-12-30,2024-03-27,True,False
006_7b5fb0s0n6b30r,001_zat57f7wq5f4uh,Deal - New,20599.22,EUR,Qualified,2023-09-10,,False,False
006_cigjjmh0bwbtal,001_wltq0ezo8y3tsw,Deal - New,11139.49,USD,Closed Won,2023-07-09,2023-07-25,True,True
006_ze14c09seta7j0,001_cxgf9rs6cqsksp,Deal - Expansion,3798.19,USD,Qualified,2024-06-24,,False,False
006_0ioha4y8ec765y,001_ovs61okn2n1n3a,Deal - New,38604.98,USD,Closed Lost,2023-05-31,2023-06-20,True,False
006_gpywnrplj4cwr9,001_1wpkqoabyo3ah5,Deal - New,17071.29,USD,Closed Won,2023-02-21,2023-04-02,True,True
006_po5dnt1wzjqphq,001_2awy4zpb7oj949,Deal - Renewal,18457.93,USD,Negotiation,2024-12-08,,False,False
006_nt7sy61ca2xlgk,001_i8mgk0ixf6cgkv,Deal - Renewal,26469.43,EUR,Proposal,2025-05-23,,False,False
006_uvo5z4ijbkhztf,001_pte9tl8ru9oor8,Deal - New,11046.11,USD,Negotiation,2024-08-27,,False,False
006_bzl7odytt1wctx,001_iay28fpopqqggw,Deal - New,7965.45,USD,Closed Won,2023-03-15,2023-04-12,True,True
006_i94ldm2quiijew,001_ge2laqu2nb2qiw,Deal - Expansion,7619.48,USD,Proposal,2024-12-10,,False,False
006_de6mk94a3en8zn,001_tov7nub14tnq7x,Deal - Expansion,17658.16,USD,Closed Lost,2024-06-23,2024-09-01,True,False
006_jnq9mgeui6e33y,001_angsn3srjwcjo9,Deal - New,31434.96,USD,Proposal,2024-04-18,,False,False
006_hoexeglw8gsgkn,001_9nzwzz2pcu3h2a,Deal - Expansion,21441.67,USD,Closed Lost,2024-11-07,2024-11-21,True,False
006_4z8y5npjo5jfe5,001_ppjv0phfq2ac9v,Deal - New,14313.54,USD,Qualified,2023-02-10,,False,False
006_21aprnzict295x,001_hl746fp4fsx6lk,Deal - Expansion,31231.68,USD,Closed Lost,2023-07-14,2023-11-01,True,False
006_lsvswr6fhz4gey,001_8h755n7te4hx4v,Deal - Expansion,15921.86,USD,Closed Lost,2025-04-23,2025-05-20,True,False
006_4nk1rrypc8lmof,001_977x3wm251kr41,Deal - Expansion,12953.75,EUR,Closed Won,2023-12-21,2024-02-21,True,True
006_5yy4hg7su6hmma,001_25v82tdvqw84tz,Deal - New,7118.31,USD,Closed Won,2023-10-02,2023-12-19,True,True
006_liho57noratjlf,001_4aqrdas0htp3sr,Deal - New,12968.76,USD,Closed Lost,2025-02-02,2025-02-18,True,False
006_bvxryyspb7cmpf,001_a0xb3z8509h1ax,Deal - Expansion,8946.82,EUR,Proposal,2024-07-11,,False,False
006_4h4pa1e12e32l4,001_g1i3qbj7wujl72,Deal - Renewal,7148.72,USD,Qualified,2025-02-09,,False,False
006_91hjy44cclmru6,001_expy3en7t0n9qj,Deal - Expansion,43663.04,USD,Closed Lost,2024-08-07,2024-11-05,True,False
006_85r18r3gzf9jke,001_gw1g71zweq78ye,Deal - New,12800.68,USD,Negotiation,2025-01-09,,False,False
006_w1vu8ko83rtbnd,001_vqfdlfjn5dmrqw,Deal - Renewal,18379.38,USD,Closed Lost,2024-05-23,2024-08-10,True,False
006_4lsy6k1xwk469s,001_pgpyb75fyb4npu,Deal - Renewal,7957.58,USD,Negotiation,2025-06-25,,False,False
006_yfmkuzzj9kni2n,001_4tep9dtxxop52n,Deal - Expansion,5721.64,USD,Closed Won,2023-10-04,2023-12-18,True,True
006_o92igpcak8vfmz,001_1c3ruakzgnmx36,Deal - New,9114.9,USD,Closed Lost,2025-07-04,2025-08-07,True,False
006_hnaa825bhudcvc,001_kkb0sdiklzjs83,Deal - New,14115.17,USD,Proposal,2024-05-05,,False,False
006_vg3qzh8659wva0,001_4gkew6gons2drm,Deal - Renewal,4724.98,GBP,Negotiation,2025-07-13,,False,False
006_bbxkvaunw755m6,001_angsn3srjwcjo9,Deal - New,23389.85,EUR,Closed Lost,2024-07-20,2024-09-04,True,False
006_f8qt5cdccx35lw,001_thk5iw7ynnw58o,Deal - Renewal,13171.68,AED,Qualified,2024-05-12,,False,False
006_tcqcb7i30s0p8e,001_tigyfzhzvbabst,Deal - Renewal,16096.77,EUR,Negotiation,2024-06-29,,False,False
006_ouw3st5it01lni,001_zhx9jj2scykobi,Deal - Expansion,14377.35,USD,Closed Lost,2025-09-29,2025-10-24,True,False
006_mz0adhfhk4rcgx,001_uuxl4gdjooiohi,Deal - New,8341.3,GBP,Closed Won,2023-11-03,2024-02-29,True,True
006_wi6i5f2wl8k1px,001_iceq6qekiurls8,Deal - New,10307.68,USD,Closed Won,2025-01-06,2025-03-19,True,True
006_i3zd5z3vnic7tv,001_1c3ruakzgnmx36,Deal - New,14476.27,USD,Closed Lost,2024-09-04,2024-11-26,True,False
006_u2sizxhjuqotcc,001_hl746fp4fsx6lk,Deal - Renewal,7766.26,GBP,Qualified,2025-06-29,,False,False
006_en158fzru7b3ha,001_quv77dctleivxl,Deal - New,16889.67,USD,Closed Lost,2025-01-01,2025-04-17,True,False
006_9wv36hypfs2qfe,001_8htrlcsjlsihpd,Deal - Expansion,9489.86,EUR,Proposal,2024-02-25,,False,False
006_nfz4u9ttffalhk,001_kmgnvda1mkx9a5,Deal - Renewal,5062.26,USD,Negotiation,2023-03-09,,False,False
006_rida4b48iug21w,001_eus2pey0cqjkjh,Deal - Renewal,3799.74,EUR,Closed Lost,2023-04-12,2023-05-24,True,False
006_empv0aefbq73j7,001_sf701tpppe4mga,Deal - New,21716.5,USD,Closed Won,2023-03-05,2023-04-04,True,True
006_0ulrgdu092v3pi,001_tigyfzhzvbabst,Deal - Expansion,5865.51,USD,Closed Won,2023-09-05,2024-01-01,True,True
006_4okmzk6cz5oye1,001_70uucop8tllx2m,Deal - New,9784.21,EUR,Closed Won,2024-05-23,2024-08-07,True,True
006_xaaofc0z363bbi,001_cxj36umy0n5xop,Deal - Renewal,13276.66,USD,Closed Lost,2023-03-20,2023-04-05,True,False
006_h9o3mcmqqobyhx,001_l1rmztb4z563te,Deal - Expansion,9689.49,USD,Qualified,2024-03-25,,False,False
006_rudl6blw128vzh,001_t9633syr9ubyaq,Deal - Expansion,18674.49,GBP,Closed Lost,2024-08-26,2024-11-10,True,False
006_5de2yjzy8bl93p,001_8nw6skg0793oe1,Deal - Renewal,7099.18,EUR,Qualified,2024-10-02,,False,False
006_cy08w1jxg2d1cz,001_eowpwb0dmcnof7,Deal - Expansion,7348.66,USD,Proposal,2023-01-22,,False,False
006_qypjks2hd0sxw5,001_h2rmn3g45iovrr,Deal - New,13548.36,USD,Closed Won,2023-05-31,2023-07-22,True,True
006_h2n2wkxg5trj45,001_o1n3l2e3osuye6,Deal - Renewal,10151.22,USD,Closed Lost,2023-12-22,2024-01-11,True,False
006_8y9gkepahxbkny,001_36luyx229e9nlm,Deal - New,10851.72,EUR,Closed Won,2023-12-26,2024-02-03,True,True
006_g4ldt379v9id94,001_15udr28fkqh646,Deal - Renewal,21744.2,AED,Qualified,2024-07-04,,False,False
006_g8gkv9ott2nkv4,001_1c3ruakzgnmx36,Deal - Expansion,16478.12,EUR,Proposal,2023-12-23,,False,False
006_pqgpsobso0xrvi,001_n2ho3zgmymcpmn,Deal - New,6043.43,EUR,Negotiation,2023-11-28,,False,False
006_o9q3xumm3xaubs,001_kpmqi2mmvvepwb,Deal - Renewal,4873.0,EUR,Closed Lost,2025-01-22,2025-05-08,True,False
006_bo5bt0gspmi84j,001_3kw4qolv1s9cmb,Deal - New,15318.15,USD,Negotiation,2024-02-29,,False,False
006_gibasynzu4731e,001_6yo2nbo5bvlzd3,Deal - New,15674.13,USD,Closed Won,2025-04-03,2025-06-12,True,True
006_kgbfwdt7s19yiw,001_o8ylhb3k8q1hih,Deal - New,7072.57,USD,Closed Lost,2025-04-10,2025-07-17,True,False
006_ya8tsyyo9cpoug,001_tov7nub14tnq7x,Deal - New,10992.05,EUR,Closed Lost,2025-04-01,2025-05-22,True,False
006_lkxe3unfqmizkz,001_f8529tgvix5ej9,Deal - New,7659.78,GBP,Negotiation,2024-07-14,,False,False
006_qjod6peq3axadr,001_dv5nilkua3i6dn,Deal - New,6586.69,USD,Closed Won,2023-02-01,2023-04-21,True,True
006_8b9vo9vablweg5,001_rv9chcldyllp9r,Deal - Expansion,19764.74,AED,Negotiation,2023-12-18,,False,False
006_6m0ghut59xsqjy,001_lmklw66uyv9sm0,Deal - Expansion,10771.64,USD,Closed Won,2024-04-23,2024-06-14,True,True
006_cm5qhvjwjtxxnq,001_70uucop8tllx2m,Deal - Renewal,7906.67,EUR,Negotiation,2025-08-09,,False,False
006_6kmwlf65i38bcx,001_eus2pey0cqjkjh,Deal - New,22577.12,EUR,Closed Won,2023-07-05,2023-09-06,True,True
006_9v4uph82fn9cyf,001_b6frl8sw1vvcr2,Deal - New,12454.81,USD,Closed Won,2025-07-19,2025-08-23,True,True
006_wqk19q29ef4216,001_bf67b7efvppv6s,Deal - Renewal,14205.4,USD,Closed Lost,2024-11-10,2024-12-11,True,False
006_9i3negbngm8mlg,001_f266a7qyzq01o6,Deal - Expansion,10699.59,AED,Closed Lost,2024-10-18,2024-12-05,True,False
006_ybng29w7ubspls,001_f2vmiz2v5qiskn,Deal - Renewal,8765.52,GBP,Qualified,2023-09-28,,False,False
006_50xrjzoxvw6pb5,001_yu9dxtebya8jxq,Deal - Expansion,3660.89,EUR,Negotiation,2025-02-18,,False,False
006_ehqlg8pt8dukim,001_hp9dbi7n6kgxn2,Deal - New,30549.63,EUR,Closed Lost,2025-03-30,2025-06-12,True,False
006_y6ijcjnyafmmzz,001_g5hrz4a0ch5zv9,Deal - New,13202.93,USD,Closed Lost,2025-07-11,2025-10-12,True,False
006_9jzodzamo7ugw6,001_uouv8uh8e38mi7,Deal - New,24134.17,USD,Qualified,2024-11-19,,False,False
006_n0jfzah5olp2a0,001_m7q8p4446evehl,Deal - New,14270.77,USD,Proposal,2024-12-17,,False,False
006_kdm0h25rcjaqbi,001_3kw4qolv1s9cmb,Deal - Renewal,11984.35,USD,Closed Lost,2024-11-26,2025-01-11,True,False
006_w6ti3mzxlkis9b,001_hg282igcgl5oo3,Deal - Expansion,17319.79,USD,Negotiation,2024-12-15,,False,False
006_6kebihmoc1hiu2,001_1kfsj1qj2bok9h,Deal - Expansion,14253.37,USD,Qualified,2024-09-15,,False,False
006_lyjz1ocwwaofz7,001_ip2qncwvmrwhe2,Deal - Expansion,15487.41,GBP,Qualified,2025-04-26,,False,False
006_957o5r6jommt2c,001_515utoyizzl4kw,Deal - Expansion,17969.93,USD,Qualified,2024-10-21,,False,False
006_pte0laenq9iqcx,001_hgvgrne76hoxow,Deal - New,5223.19,GBP,Closed Lost,2025-04-14,2025-05-27,True,False
006_eo4r2qkddadtuj,001_v2ty5xg9rs3vis,Deal - New,5769.24,USD,Closed Lost,2023-01-02,2023-01-30,True,False
006_bjpuyxge9sr7td,001_6jyb8dn0b0spnb,Deal - Expansion,30919.36,USD,Qualified,2023-07-14,,False,False
006_p6u4l04ru60z0i,001_co62fhd1jbqlg1,Deal - Renewal,10932.5,USD,Closed Won,2023-04-12,2023-06-05,True,True
006_iquasodu3l3k84,001_pgn2v1p67wi9t8,Deal - Expansion,10484.46,GBP,Closed Lost,2023-07-07,2023-10-19,True,False
006_t3t9fep6czz7kg,001_dv5nilkua3i6dn,Deal - Renewal,12588.54,USD,Proposal,2024-02-25,,False,False
006_jfy9w6gnxzgb8y,001_yu9dxtebya8jxq,Deal - Expansion,18043.43,USD,Proposal,2025-04-28,,False,False
006_cv1454xarzajea,001_z9fvlq2x5wyuba,Deal - Expansion,9412.29,GBP,Qualified,2024-02-29,,False,False
006_lpn15nmg0ytn0h,001_fef1vlhwepfsos,Deal - Expansion,14256.31,USD,Closed Lost,2024-07-25,2024-11-14,True,False
006_ei1o1nuvbnh6ut,001_y24swbi9wwmo3o,Deal - Expansion,9436.31,USD,Closed Lost,2024-10-17,2024-12-24,True,False
006_u2wmfczyquen5i,001_bf67b7efvppv6s,Deal - New,25006.11,USD,Negotiation,2025-03-03,,False,False
006_micdzlvo7xed95,001_98kgphqosmxstr,Deal - New,8601.43,USD,Closed Lost,2025-08-16,2025-09-22,True,False
006_fn9m7i2tto2pkf,001_ninapu5ck7qz2o,Deal - Expansion,3538.4,USD,Closed Lost,2023-09-01,2023-10-27,True,False
006_iifsvonk96ljha,001_qrk7b5crgbb7uq,Deal - New,15052.26,EUR,Negotiation,2023-09-30,,False,False
006_abc2iosmvonfdb,001_vk5kkloraln8tr,Deal - New,14425.86,USD,Qualified,2024-06-14,,False,False
006_fwcxq7cx5qqk80,001_yu9dxtebya8jxq,Deal - New,6783.63,USD,Qualified,2024-11-29,,False,False
006_5jfk48go0pm81k,001_3j6g8m5lhcac1c,Deal - Renewal,16167.42,GBP,Closed Won,2023-11-19,2024-01-16,True,True
006_t5owrzh5po9kye,001_f8529tgvix5ej9,Deal - New,11142.86,USD,Proposal,2023-04-29,,False,False
006_lihr07fln1bbbm,001_2eh4s2z0g1de0q,Deal - New,9055.53,GBP,Closed Lost,2023-05-16,2023-07-27,True,False
006_wpfug1umt1gx4m,001_3kw4qolv1s9cmb,Deal - New,15550.06,GBP,Proposal,2024-11-04,,False,False
006_a78a5rzr6rzqhq,001_3kw4qolv1s9cmb,Deal - New,7359.44,USD,Qualified,2023-11-05,,False,False
006_5ehrx3clvqkwwb,001_3bwut4rxozri41,Deal - New,8758.38,USD,Qualified,2025-04-15,,False,False
006_aauawvpdiuf3o4,001_gnsxy5g06g1sbi,Deal - New,11592.68,USD,Closed Lost,2023-01-01,2023-01-17,True,False
006_mtm4q80evr7q9p,001_ip2qncwvmrwhe2,Deal - New,32270.12,USD,Qualified,2025-03-14,,False,False
006_4lw503t2zfrbwf,001_u3lcibgmjnbsk1,Deal - New,8460.75,USD,Closed Won,2024-10-27,2025-02-04,True,True
006_gh2lwqde6gcde7,001_fiw4k67ox3wr78,Deal - New,9124.06,GBP,Negotiation,2024-12-19,,False,False
006_mctj2s52n9bx2b,001_o9w61434s63b40,Deal - New,46181.97,USD,Proposal,2024-09-05,,False,False
006_1jfr4yqbhjimuj,001_wdec49xg7xsuvb,Deal - Expansion,10112.3,USD,Qualified,2023-01-30,,False,False
006_7r7cyoct7johuz,001_l1rmztb4z563te,Deal - Renewal,5049.15,USD,Closed Won,2023-06-01,2023-08-30,True,True
006_iipgqvw6e2ww8l,001_vf5m3tggce9xqi,Deal - Expansion,13166.8,USD,Closed Lost,2023-12-19,2024-04-11,True,False
006_m0fbxzqwd4txc9,001_du3xnhhz1qtsdy,Deal - New,14664.67,EUR,Closed Won,2025-06-14,2025-09-02,True,True
006_rip22urew3t9w1,001_pte9tl8ru9oor8,Deal - Renewal,20343.08,USD,Closed Won,2025-05-15,2025-07-11,True,True
006_m80oso3h6dh35f,001_02ylge9r1d9elu,Deal - Renewal,12682.44,USD,Closed Won,2024-01-20,2024-03-22,True,True
006_q8zuy1kpmon173,001_iay28fpopqqggw,Deal - New,27360.44,USD,Proposal,2024-04-17,,False,False
006_snnm8zz8tyk9tt,001_rtc6y00ff5vk6s,Deal - Expansion,21051.56,USD,Closed Lost,2025-05-29,2025-09-14,True,False
006_z3g734n9tbcf2f,001_cp0it78y3g1cdb,Deal - Renewal,7780.05,EUR,Proposal,2025-04-20,,False,False
006_7n1kjij0wflneq,001_o9w61434s63b40,Deal - Renewal,11821.52,EUR,Closed Lost,2024-05-29,2024-07-24,True,False
006_a71s58xzobgxka,001_uouv8uh8e38mi7,Deal - Expansion,10507.38,EUR,Closed Won,2023-11-04,2023-12-01,True,True
006_qu147ntatah56w,001_gw1g71zweq78ye,Deal - Renewal,7149.51,USD,Closed Lost,2025-06-28,2025-10-10,True,False
006_fqkzodrhweq50x,001_efh6o05vany2su,Deal - New,7517.56,USD,Qualified,2025-08-03,,False,False
006_08xv1wmh4genb9,001_rtc6y00ff5vk6s,Deal - Renewal,13647.43,USD,Closed Won,2025-09-07,2025-12-08,True,True
006_4kg04dgkdgct31,001_mihow5opyzpxr5,Deal - New,9312.0,GBP,Negotiation,2023-01-02,,False,False
006_144uwqu29k7eab,001_36luyx229e9nlm,Deal - Renewal,13535.17,USD,Closed Lost,2023-12-10,2024-02-09,True,False
006_ivjlxeowzaoad2,001_56lmnmt11fm4c7,Deal - New,10698.9,USD,Negotiation,2023-12-26,,False,False
006_7ugoni3vkag4la,001_0lv87824c7npkj,Deal - Expansion,9896.61,USD,Closed Won,2024-04-29,2024-08-23,True,True
006_acw7m7z7q1e1kx,001_36luyx229e9nlm,Deal - Renewal,12354.84,USD,Proposal,2023-06-17,,False,False
006_m7keiclv2pohvp,001_owc3a0rkvi11yh,Deal - Renewal,33172.19,USD,Closed Won,2025-08-14,2025-10-22,True,True
006_7e4oyvgohcvr8m,001_ovs61okn2n1n3a,Deal - Expansion,9179.25,AED,Closed Lost,2024-12-13,2025-02-14,True,False
006_3pdcpurcx07hg6,001_lzphpk4pigohip,Deal - Renewal,9952.58,GBP,Proposal,2025-09-09,,False,False
006_6zw12hwwlcyjh3,001_kmgnvda1mkx9a5,Deal - New,19040.69,USD,Closed Won,2025-05-28,2025-09-24,True,True
006_umw999c7dzxeu3,001_iay28fpopqqggw,Deal - New,4722.64,USD,Closed Won,2025-06-24,2025-07-23,True,True
006_tstpgbd6rrtc0j,001_qrk7b5crgbb7uq,Deal - Renewal,11332.46,USD,Proposal,2025-06-12,,False,False
006_z3odj5svy6xfrd,001_dv5nilkua3i6dn,Deal - Renewal,10340.38,AED,Closed Won,2024-04-20,2024-08-10,True,True
006_jvt9cf6hnc2bqi,001_zyvpfikqlfuts5,Deal - New,13880.57,USD,Closed Won,2024-10-24,2024-12-25,True,True
006_fyafonfr6jw8pl,001_vqfdlfjn5dmrqw,Deal - New,20585.07,EUR,Closed Won,2025-06-19,2025-08-01,True,True
006_88qdtn6lo8r205,001_9dbcf09hreho3f,Deal - New,37197.44,EUR,Closed Lost,2023-08-11,2023-11-10,True,False
006_f4wnc63a6e2h1w,001_zzcb1h1bmyhyar,Deal - Expansion,7898.29,USD,Closed Lost,2025-09-11,2025-10-28,True,False
006_phth4bpzpclkjs,001_z3ukkf7z89kadm,Deal - Expansion,6286.37,USD,Proposal,2024-11-18,,False,False
006_vshuwgq1k9tszt,001_oq2fddasgm2eb3,Deal - Expansion,14249.63,USD,Closed Lost,2025-08-09,2025-09-17,True,False
006_d3ygoyb8l3pir3,001_7mwzg4iv6ylq5z,Deal - Expansion,9812.83,USD,Closed Won,2024-11-28,2025-03-09,True,True
006_icppai0xde0vjc,001_zyvpfikqlfuts5,Deal - New,26964.03,GBP,Closed Lost,2025-07-02,2025-10-08,True,False
006_ad6ibx41riejiw,001_vdq5yxg7fsye4i,Deal - New,18237.89,USD,Closed Lost,2025-01-19,2025-03-16,True,False
006_pcb3svn57ahcvx,001_m7q8p4446evehl,Deal - New,24965.44,EUR,Proposal,2024-01-20,,False,False
006_ll709de69s29k3,001_pd0oidd9ynoi9r,Deal - Renewal,24447.02,GBP,Closed Won,2024-03-22,2024-05-06,True,True
006_l4edamoeb3ocka,001_lwsyd2tz9xfudc,Deal - New,10104.23,USD,Qualified,2024-05-05,,False,False
006_v73198si1ungxc,001_uvo804wu9djdq1,Deal - Expansion,16812.23,EUR,Negotiation,2024-01-08,,False,False
006_jky0bmbinua96r,001_e0cvn9szw5wan9,Deal - Renewal,8224.57,USD,Proposal,2025-06-12,,False,False
006_uip66pq47mhwf5,001_l4ltfmn32dqsu7,Deal - Renewal,19825.79,GBP,Qualified,2024-07-18,,False,False
006_8w9s2zj1z1675i,001_cp0it78y3g1cdb,Deal - Expansion,9674.81,USD,Closed Lost,2024-12-01,2025-02-26,True,False
006_bwewhtbwbknpie,001_do674jhjh56nzy,Deal - Renewal,11889.98,USD,Proposal,2025-04-23,,False,False
006_zuamui3xnnuz8y,001_f266a7qyzq01o6,Deal - Renewal,49329.06,USD,Proposal,2025-03-13,,False,False
006_x5hjzqqf5g19n4,001_1kfsj1qj2bok9h,Deal - Renewal,8572.15,USD,Closed Won,2023-08-21,2023-10-20,True,True
006_oa0plgdwy2e7j3,001_ronyvxi20lpwu7,Deal - Expansion,8788.42,USD,Closed Lost,2025-01-31,2025-04-07,True,False
006_h1z1ps0rzjl5te,001_l4ltfmn32dqsu7,Deal - Renewal,42239.49,USD,Proposal,2024-10-02,,False,False
006_ya6lkyhxhyhqct,001_zzcb1h1bmyhyar,Deal - Renewal,10269.24,EUR,Closed Lost,2023-01-27,2023-04-20,True,False
006_q20soynf7pz4nc,001_q2td8pztgzf978,Deal - Renewal,6331.66,USD,Closed Lost,2023-12-17,2024-01-11,True,False
006_epb5sljku1rhdv,001_cxgf9rs6cqsksp,Deal - Expansion,4113.11,USD,Closed Won,2023-09-07,2023-10-02,True,True
006_g3jv09lgjkucmn,001_vu85owg9p02qf3,Deal - New,13458.49,AED,Qualified,2025-01-26,,False,False
