OpportunityId,StageName,CreatedDate
006_fvs4ccz7mzkhqe,Qualified,2023-03-05
006_fvs4ccz7mzkhqe,Proposal,2023-03-24
006_fvs4ccz7mzkhqe,Negotiation,2023-04-08
006_fvs4ccz7mzkhqe,Closed Won,2023-04-23
006_i8r3d5uky6rlju,Prospecting,2023-04-24
006_i8r3d5uky6rlju,Qualified,2023-05-08
006_i8r3d5uky6rlju,Proposal,2023-05-12
006_i8r3d5uky6rlju,Negotiation,2023-05-15
006_i8r3d5uky6rlju,Closed Lost,2023-06-08
006_cln9jjqy2smhsi,Prospecting,2023-08-31
006_cln9jjqy2smhsi,Qualified,2023-09-11
006_16hpcyet3gwwye,Prospecting,2023-05-04
006_16hpcyet3gwwye,Qualified,2023-05-16
006_16hpcyet3gwwye,Proposal,2023-06-01
006_vsyw680rc1tt60,Prospecting,2024-02-10
006_vsyw680rc1tt60,Qualified,2024-02-29
006_vsyw680rc1tt60,Proposal,2024-03-07
006_vsyw680rc1tt60,Negotiation,2024-03-27
006_vsyw680rc1tt60,Closed Won,2024-04-13
006_bxx3noo1gniw3d,Prospecting,2024-09-02
006_bxx3noo1gniw3d,Qualified,2024-09-06
006_bxx3noo1gniw3d,Proposal,2024-09-23
006_bxx3noo1gniw3d,Negotiation,2024-10-10
006_bxx3noo1gniw3d,Closed Lost,2024-10-17
006_cmrdumxnvec6jm,Prospecting,2024-12-01
006_cmrdumxnvec6jm,Qualified,2024-12-05
006_cmrdumxnvec6jm,Proposal,2024-12-10
006_cmrdumxnvec6jm,Negotiation,2024-12-30
006_cmrdumxnvec6jm,Closed Lost,2025-01-19
006_w2mb616ghat9on,Prospecting,2023-07-02
006_w2mb616ghat9on,Proposal,2023-07-11
006_z986jp8yt5rzpu,Prospecting,2023-07-17
006_z986jp8yt5rzpu,Qualified,2023-07-30
006_z986jp8yt5rzpu,Proposal,2023-08-22
006_z986jp8yt5rzpu,Negotiation,2023-09-03
006_z986jp8yt5rzpu,Closed Won,2023-09-19
006_5h7vou4j8ma7e1,Prospecting,2023-02-06
006_5h7vou4j8ma7e1,Qualified,2023-02-28
006_5h7vou4j8ma7e1,Proposal,2023-03-08
006_5h7vou4j8ma7e1,Negotiation,2023-03-26
006_5h7vou4j8ma7e1,Closed Lost,2023-04-09
006_af3d4crngq53b2,Prospecting,2024-06-17
006_af3d4crngq53b2,Qualified,2024-07-02
006_af3d4crngq53b2,Proposal,2024-07-21
006_af3d4crngq53b2,Negotiation,2024-08-10
006_af3d4crngq53b2,Closed Won,2024-08-25
006_cdsf7je9kja37p,Prospecting,2025-06-06
006_cdsf7je9kja37p,Qualified,2025-06-12
006_gr8ur5m1llmonx,Prospecting,2023-11-13
006_gr8ur5m1llmonx,Qualified,2023-11-30
006_gr8ur5m1llmonx,Proposal,2023-12-14
006_lmgj5sy8l36bai,Prospecting,2024-08-22
006_lmgj5sy8l36bai,Qualified,2024-08-29
006_u8qwhdm0nbvse6,Prospecting,2025-02-05
006_u8qwhdm0nbvse6,Qualified,2025-02-18
006_u8qwhdm0nbvse6,Proposal,2025-02-22
006_u8qwhdm0nbvse6,Negotiation,2025-03-04
006_u8qwhdm0nbvse6,Closed Lost,2025-03-09
006_fcmmugcor0ft2t,Prospecting,2025-08-21
006_fcmmugcor0ft2t,Qualified,2025-08-28
006_fcmmugcor0ft2t,Proposal,2025-09-21
006_fcmmugcor0ft2t,Negotiation,2025-10-09
006_fcmmugcor0ft2t,Closed Lost,2025-11-01
006_tfqvjxn121rraf,Prospecting,2024-12-26
006_tfqvjxn121rraf,Qualified,2025-01-18
006_tfqvjxn121rraf,Proposal,2025-01-24
006_tfqvjxn121rraf,Negotiation,2025-02-01
006_tfqvjxn121rraf,Closed Lost,2025-02-09
006_kxyacwi0yds4pe,Prospecting,2024-06-29
006_kxyacwi0yds4pe,Qualified,2024-07-06
006_kxyacwi0yds4pe,Proposal,2024-07-16
006_kxyacwi0yds4pe,Negotiation,2024-08-05
006_kxyacwi0yds4pe,Closed Lost,2024-08-16
006_h9wqwefb54efrn,Prospecting,2023-02-11
006_h9wqwefb54efrn,Qualified,2023-02-15
006_h9wqwefb54efrn,Negotiation,2023-02-28
006_7yg41jju5v4wk1,Prospecting,2023-11-29
006_7yg41jju5v4wk1,Qualified,2023-12-11
006_7yg41jju5v4wk1,Proposal,2023-12-24
006_9o8js4bzad65j0,Prospecting,2023-01-29
006_9o8js4bzad65j0,Qualified,2023-02-01
006_9o8js4bzad65j0,Proposal,2023-02-22
006_9o8js4bzad65j0,Negotiation,2023-03-17
006_9o8js4bzad65j0,Closed Won,2023-03-26
006_mgwqeiivbieiwb,Prospecting,2025-08-13
006_mgwqeiivbieiwb,Qualified,2025-09-06
006_mgwqeiivbieiwb,Proposal,2025-09-21
006_kqqtygaiuilxy5,Prospecting,2025-01-22
006_kqqtygaiuilxy5,Qualified,2025-02-04
006_kqqtygaiuilxy5,Proposal,2025-02-16
006_kqqtygaiuilxy5,Negotiation,2025-03-11
006_kqqtygaiuilxy5,Closed Lost,2025-04-01
006_beh5qs4htqa2mr,Prospecting,2023-01-22
006_beh5qs4htqa2mr,Qualified,2023-02-03
006_g6bfljvwgwe8ve,Prospecting,2023-07-05
006_g6bfljvwgwe8ve,Proposal,2023-07-11
006_6hbf169kcxq6on,Prospecting,2024-03-20
006_6hbf169kcxq6on,Qualified,2024-03-31
006_6hbf169kcxq6on,Proposal,2024-04-07
006_6hbf169kcxq6on,Negotiation,2024-04-29
006_yrfs380ooajwvt,Prospecting,2025-02-15
006_yrfs380ooajwvt,Qualified,2025-03-09
006_yrfs380ooajwvt,Proposal,2025-03-16
006_yrfs380ooajwvt,Negotiation,2025-03-28
006_yrfs380ooajwvt,Closed Lost,2025-04-20
006_fom3690z2vwjce,Prospecting,2023-11-10
006_fom3690z2vwjce,Proposal,2023-12-02
006_ibuaov5bzb714h,Prospecting,2024-02-21
006_ibuaov5bzb714h,Qualified,2024-03-07
006_ibuaov5bzb714h,Proposal,2024-03-22
006_ibuaov5bzb714h,Negotiation,2024-04-04
006_ibuaov5bzb714h,Closed Lost,2024-04-14
006_o7gfs0czstt7bc,Prospecting,2025-10-16
006_o7gfs0czstt7bc,Qualified,2025-10-25
006_yz3c51a7bu7xpv,Prospecting,2023-12-16
006_yz3c51a7bu7xpv,Negotiation,2023-12-30
006_bbzvjrc9rghxyv,Prospecting,2023-12-07
006_bbzvjrc9rghxyv,Negotiation,2023-12-25
006_yuq77j4b4ee98q,Prospecting,2024-08-25
006_yuq77j4b4ee98q,Qualified,2024-09-11
006_yuq77j4b4ee98q,Proposal,2024-09-21
006_yuq77j4b4ee98q,Negotiation,2024-10-13
006_yuq77j4b4ee98q,Closed Lost,2024-10-26
006_m5qbhuq81qgu5r,Prospecting,2023-09-18
006_m5qbhuq81qgu5r,Qualified,2023-10-01
006_m5qbhuq81qgu5r,Proposal,2023-10-06
006_d5lecjne3gzmvj,Prospecting,2025-05-14
006_d5lecjne3gzmvj,Qualified,2025-05-28
006_d5lecjne3gzmvj,Proposal,2025-06-04
006_220qopzqr687vj,Prospecting,2023-04-27
006_220qopzqr687vj,Qualified,2023-05-11
006_220qopzqr687vj,Proposal,2023-05-19
006_220qopzqr687vj,Negotiation,2023-06-10
006_220qopzqr687vj,Closed Lost,2023-07-04
006_nfh6vb831zv19j,Prospecting,2023-05-31
006_nfh6vb831zv19j,Qualified,2023-06-19
006_nfh6vb831zv19j,Proposal,2023-06-27
006_nfh6vb831zv19j,Negotiation,2023-07-10
006_nfh6vb831zv19j,Closed Won,2023-07-20
006_lqxhpzrp5svcew,Prospecting,2023-11-12
006_lqxhpzrp5svcew,Qualified,2023-11-18
006_lqxhpzrp5svcew,Proposal,2023-11-25
006_72gutwidf7gzw8,Prospecting,2025-04-09
006_72gutwidf7gzw8,Qualified,2025-04-14
006_72gutwidf7gzw8,Proposal,2025-04-18
006_72gutwidf7gzw8,Negotiation,2025-05-06
006_72gutwidf7gzw8,Closed Won,2025-05-22
006_kle7yto3fwpedi,Prospecting,2023-09-29
006_kle7yto3fwpedi,Qualified,2023-10-05
006_kle7yto3fwpedi,Proposal,2023-10-15
006_kle7yto3fwpedi,Negotiation,2023-10-20
006_kle7yto3fwpedi,Closed Won,2023-10-27
006_cgnmm0zaydjgoc,Prospecting,2025-01-12
006_cgnmm0zaydjgoc,Qualified,2025-01-25
006_cgnmm0zaydjgoc,Proposal,2025-02-01
006_cgnmm0zaydjgoc,Negotiation,2025-02-24
006_cgnmm0zaydjgoc,Closed Won,2025-03-20
006_4cwo1yg82n3mco,Prospecting,2024-09-25
006_4cwo1yg82n3mco,Qualified,2024-10-01
006_s3t2v0pmrb2wdn,Prospecting,2024-05-22
006_s3t2v0pmrb2wdn,Qualified,2024-06-13
006_s3t2v0pmrb2wdn,Proposal,2024-06-19
006_s3t2v0pmrb2wdn,Negotiation,2024-07-08
006_jdqx2iem5564ct,Prospecting,2024-07-09
006_jdqx2iem5564ct,Qualified,2024-07-26
006_jdqx2iem5564ct,Proposal,2024-08-02
006_jdqx2iem5564ct,Negotiation,2024-08-13
006_jdqx2iem5564ct,Closed Won,2024-09-05
006_qnvvvnsyguo53b,Prospecting,2023-04-30
006_qnvvvnsyguo53b,Qualified,2023-05-11
006_qnvvvnsyguo53b,Proposal,2023-05-27
006_qnvvvnsyguo53b,Negotiation,2023-06-14
006_qnvvvnsyguo53b,Closed Lost,2023-07-06
006_ntta6qzdz44gg7,Prospecting,2024-07-06
006_ntta6qzdz44gg7,Qualified,2024-07-16
006_ntta6qzdz44gg7,Proposal,2024-07-20
006_ntta6qzdz44gg7,Negotiation,2024-07-27
006_ntta6qzdz44gg7,Closed Won,2024-07-31
006_75pt2jd9u5pnyh,Prospecting,2023-10-27
006_75pt2jd9u5pnyh,Qualified,2023-11-18
006_bvhd19a4gz13kx,Prospecting,2024-10-25
006_bvhd19a4gz13kx,Qualified,2024-11-08
006_bvhd19a4gz13kx,Proposal,2024-11-12
006_bvhd19a4gz13kx,Negotiation,2024-12-04
006_bvhd19a4gz13kx,Closed Lost,2024-12-09
006_uofdej1i3gew5g,Prospecting,2024-01-19
006_uofdej1i3gew5g,Qualified,2024-01-28
006_512me0o1h090vw,Prospecting,2025-03-08
006_512me0o1h090vw,Qualified,2025-03-31
006_512me0o1h090vw,Proposal,2025-04-05
006_y5w4e65wd8yn2u,Prospecting,2025-06-14
006_y5w4e65wd8yn2u,Qualified,2025-07-02
006_y5w4e65wd8yn2u,Proposal,2025-07-22
006_y5w4e65wd8yn2u,Negotiation,2025-08-07
006_y5w4e65wd8yn2u,Closed Won,2025-08-13
006_fqzxi0zur3bynr,Prospecting,2023-08-09
006_fqzxi0zur3bynr,Qualified,2023-08-25
006_fqzxi0zur3bynr,Proposal,2023-09-08
006_fqzxi0zur3bynr,Negotiation,2023-09-20
006_fqzxi0zur3bynr,Closed Won,2023-10-07
006_r0vqo4023zansk,Prospecting,2023-03-30
006_r0vqo4023zansk,Qualified,2023-04-04
006_r0vqo4023zansk,Proposal,2023-04-11
006_r0vqo4023zansk,Negotiation,2023-04-27
006_aqg9avhgi2bimz,Prospecting,2025-01-21
006_aqg9avhgi2bimz,Qualified,2025-01-26
006_aqg9avhgi2bimz,Proposal,2025-02-04
006_aqg9avhgi2bimz,Negotiation,2025-02-23
006_aqg9avhgi2bimz,Closed Won,2025-03-16
006_asrvygtn0wc73m,Prospecting,2025-09-05
006_asrvygtn0wc73m,Qualified,2025-09-24
006_asrvygtn0wc73m,Proposal,2025-10-06
006_asrvygtn0wc73m,Negotiation,2025-10-19
006_asrvygtn0wc73m,Closed Lost,2025-11-09
006_fqylj8a2qj1nna,Prospecting,2025-02-03
006_fqylj8a2qj1nna,Qualified,2025-02-24
006_fqylj8a2qj1nna,Proposal,2025-03-06
006_fqylj8a2qj1nna,Negotiation,2025-03-14
006_fqylj8a2qj1nna,Closed Lost,2025-03-22
006_0f6a1z1rbymaq9,Prospecting,2024-08-16
006_0f6a1z1rbymaq9,Qualified,2024-08-21
006_0f6a1z1rbymaq9,Negotiation,2024-09-04
006_n6rkoex8qu8ozm,Prospecting,2023-09-21
006_n6rkoex8qu8ozm,Qualified,2023-09-24
006_n6rkoex8qu8ozm,Proposal,2023-10-12
006_d1ffa7x7kstsyh,Prospecting,2023-03-20
006_d1ffa7x7kstsyh,Proposal,2023-04-11
006_z9q9vvuwxmtela,Prospecting,2024-10-14
006_z9q9vvuwxmtela,Qualified,2024-11-02
006_uktqt6thw1kyqo,Prospecting,2024-06-28
006_uktqt6thw1kyqo,Qualified,2024-07-10
006_uktqt6thw1kyqo,Proposal,2024-08-02
006_3ieaimsbg7fbp5,Prospecting,2024-09-19
006_3ieaimsbg7fbp5,Negotiation,2024-09-24
006_d6p0f0r62zaxeh,Prospecting,2024-09-29
006_d6p0f0r62zaxeh,Proposal,2024-10-10
006_v2g0gc24z5cmq1,Prospecting,2024-07-27
006_v2g0gc24z5cmq1,Qualified,2024-08-17
006_v2g0gc24z5cmq1,Proposal,2024-08-27
006_liffuocbz9a0eb,Prospecting,2023-10-10
006_liffuocbz9a0eb,Qualified,2023-10-27
006_liffuocbz9a0eb,Proposal,2023-11-02
006_liffuocbz9a0eb,Negotiation,2023-11-07
006_liffuocbz9a0eb,Closed Lost,2023-11-19
006_5reiwz7x8e903c,Prospecting,2023-01-21
006_5reiwz7x8e903c,Qualified,2023-01-29
006_za748i37js4ohy,Prospecting,2025-03-27
006_za748i37js4ohy,Qualified,2025-04-05
006_oov5qe5ckvir1m,Prospecting,2024-03-20
006_oov5qe5ckvir1m,Qualified,2024-03-25
006_oov5qe5ckvir1m,Proposal,2024-04-06
006_oov5qe5ckvir1m,Negotiation,2024-04-10
006_oov5qe5ckvir1m,Closed Lost,2024-04-28
006_wkkknh0behc1ez,Prospecting,2024-12-13
006_wkkknh0behc1ez,Qualified,2024-12-18
006_wkkknh0behc1ez,Proposal,2025-01-07
006_wkkknh0behc1ez,Negotiation,2025-01-20
006_wkkknh0behc1ez,Closed Lost,2025-01-25
006_bz28w1ndzi2h1c,Prospecting,2023-07-13
006_bz28w1ndzi2h1c,Qualified,2023-07-29
006_bz28w1ndzi2h1c,Proposal,2023-08-20
006_0aoyxkymrwz0mq,Prospecting,2023-07-16
006_0aoyxkymrwz0mq,Qualified,2023-08-09
006_0aoyxkymrwz0mq,Proposal,2023-08-12
006_0aoyxkymrwz0mq,Negotiation,2023-08-19
006_0aoyxkymrwz0mq,Closed Lost,2023-09-02
006_08u5h87y7dzwm6,Prospecting,2024-12-01
006_08u5h87y7dzwm6,Qualified,2024-12-09
006_08u5h87y7dzwm6,Proposal,2024-12-27
006_08u5h87y7dzwm6,Negotiation,2025-01-12
006_08u5h87y7dzwm6,Closed Won,2025-01-16
006_58ittn8e1u4b31,Prospecting,2023-08-23
006_58ittn8e1u4b31,Qualified,2023-09-02
006_58ittn8e1u4b31,Proposal,2023-09-23
006_58ittn8e1u4b31,Negotiation,2023-10-01
006_tr64qoyjpiyqfa,Prospecting,2024-08-20
006_tr64qoyjpiyqfa,Qualified,2024-09-13
006_tr64qoyjpiyqfa,Proposal,2024-09-30
006_tr64qoyjpiyqfa,Negotiation,2024-10-08
006_tr64qoyjpiyqfa,Closed Won,2024-10-27
006_05ky1txuz14bhh,Prospecting,2024-05-15
006_05ky1txuz14bhh,Qualified,2024-06-01
006_ga7wk3inp83i5h,Prospecting,2023-10-20
006_ga7wk3inp83i5h,Qualified,2023-11-11
006_ga7wk3inp83i5h,Proposal,2023-11-20
006_ga7wk3inp83i5h,Negotiation,2023-12-05
006_ga7wk3inp83i5h,Closed Won,2023-12-08
006_2v6l0akt92egow,Prospecting,2023-05-18
006_2v6l0akt92egow,Qualified,2023-06-10
006_2v6l0akt92egow,Proposal,2023-06-18
006_2v6l0akt92egow,Negotiation,2023-07-09
006_mjhz49a52ph6r2,Prospecting,2025-07-31
006_mjhz49a52ph6r2,Qualified,2025-08-23
006_mjhz49a52ph6r2,Proposal,2025-09-03
006_mjhz49a52ph6r2,Negotiation,2025-09-08
006_mjhz49a52ph6r2,Closed Lost,2025-09-29
006_cj1jbr3e6f0oqj,Prospecting,2024-05-01
006_cj1jbr3e6f0oqj,Qualified,2024-05-12
006_cj1jbr3e6f0oqj,Proposal,2024-05-29
006_cj1jbr3e6f0oqj,Negotiation,2024-06-11
006_cj1jbr3e6f0oqj,Closed Won,2024-06-26
006_147nfbdmbc4rl6,Prospecting,2024-10-08
006_147nfbdmbc4rl6,Negotiation,2024-10-21
006_n9lwpl2ppcal86,Prospecting,2025-05-04
006_n9lwpl2ppcal86,Qualified,2025-05-17
006_n9lwpl2ppcal86,Proposal,2025-05-25
006_e2dgrznt000nhk,Prospecting,2023-10-22
006_e2dgrznt000nhk,Qualified,2023-10-27
006_e2dgrznt000nhk,Proposal,2023-11-13
006_e2dgrznt000nhk,Negotiation,2023-12-02
006_e2dgrznt000nhk,Closed Lost,2023-12-11
006_4il7ikw98hpzdg,Prospecting,2024-03-09
006_4il7ikw98hpzdg,Qualified,2024-03-30
006_4il7ikw98hpzdg,Proposal,2024-04-09
006_4il7ikw98hpzdg,Negotiation,2024-04-20
006_4il7ikw98hpzdg,Closed Won,2024-04-30
006_12qf5v9la1w2i2,Prospecting,2025-06-01
006_12qf5v9la1w2i2,Qualified,2025-06-04
006_12qf5v9la1w2i2,Proposal,2025-06-18
006_12qf5v9la1w2i2,Negotiation,2025-06-23
006_12qf5v9la1w2i2,Closed Won,2025-07-09
006_rv4jxiq1ttq1z2,Prospecting,2024-01-19
006_rv4jxiq1ttq1z2,Qualified,2024-01-28
006_rv4jxiq1ttq1z2,Proposal,2024-02-08
006_rv4jxiq1ttq1z2,Negotiation,2024-02-17
006_rv4jxiq1ttq1z2,Closed Lost,2024-03-06
006_l3rhdtxr9cxprj,Prospecting,2025-09-15
006_l3rhdtxr9cxprj,Negotiation,2025-09-28
006_iy2bvuuwkikydh,Prospecting,2023-12-27
006_iy2bvuuwkikydh,Qualified,2024-01-20
006_iy2bvuuwkikydh,Proposal,2024-01-28
006_iy2bvuuwkikydh,Negotiation,2024-02-08
006_iy2bvuuwkikydh,Closed Won,2024-02-29
006_7mxzhjk8t1mjlu,Prospecting,2025-06-05
006_7mxzhjk8t1mjlu,Qualified,2025-06-23
006_phb4q8yrt1t4qm,Prospecting,2024-05-19
006_phb4q8yrt1t4qm,Qualified,2024-05-22
006_phb4q8yrt1t4qm,Proposal,2024-06-05
006_phb4q8yrt1t4qm,Negotiation,2024-06-27
006_phb4q8yrt1t4qm,Closed Lost,2024-07-18
006_3ag13lc96fw8ln,Prospecting,2023-10-28
006_3ag13lc96fw8ln,Qualified,2023-11-16
006_3ag13lc96fw8ln,Proposal,2023-12-03
006_3ag13lc96fw8ln,Negotiation,2023-12-26
006_3ag13lc96fw8ln,Closed Lost,2024-01-17
006_g1vre30ftqtzxl,Prospecting,2025-04-21
006_g1vre30ftqtzxl,Qualified,2025-05-10
006_g1vre30ftqtzxl,Proposal,2025-05-23
006_g1vre30ftqtzxl,Negotiation,2025-06-13
006_g1vre30ftqtzxl,Closed Lost,2025-06-18
006_vxv05zgop8dq5a,Prospecting,2024-06-21
006_vxv05zgop8dq5a,Qualified,2024-06-29
006_vxv05zgop8dq5a,Proposal,2024-07-14
006_fut4io9xkwd77k,Prospecting,2023-09-16
006_fut4io9xkwd77k,Qualified,2023-09-27
006_lq5uk9kwbif6jm,Prospecting,2025-05-20
006_lq5uk9kwbif6jm,Qualified,2025-05-31
006_lq5uk9kwbif6jm,Proposal,2025-06-16
006_lq5uk9kwbif6jm,Negotiation,2025-06-27
006_lq5uk9kwbif6jm,Closed Lost,2025-07-15
006_nkv4mimrcrmp57,Prospecting,2025-04-08
006_nkv4mimrcrmp57,Qualified,2025-04-21
006_nkv4mimrcrmp57,Proposal,2025-04-26
006_nkv4mimrcrmp57,Negotiation,2025-05-02
006_nkv4mimrcrmp57,Closed Won,2025-05-10
006_hv5kpmq85ay6a9,Prospecting,2024-01-31
006_hv5kpmq85ay6a9,Qualified,2024-02-22
006_hv5kpmq85ay6a9,Proposal,2024-03-06
006_hv5kpmq85ay6a9,Negotiation,2024-03-15
006_xh6yvgz69jaarw,Prospecting,2025-01-14
006_xh6yvgz69jaarw,Qualified,2025-01-29
006_xh6yvgz69jaarw,Proposal,2025-02-16
006_xh6yvgz69jaarw,Negotiation,2025-03-02
006_3ghr8jszvofoeo,Prospecting,2024-08-12
006_3ghr8jszvofoeo,Qualified,2024-08-30
006_3ghr8jszvofoeo,Negotiation,2024-09-18
006_l3e8nl4og7ouec,Prospecting,2023-10-02
006_l3e8nl4og7ouec,Qualified,2023-10-17
006_l3e8nl4og7ouec,Negotiation,2023-11-08
006_kk6ykpv30tq20u,Prospecting,2025-06-02
006_kk6ykpv30tq20u,Qualified,2025-06-14
006_0v0s29q7zi94se,Prospecting,2023-09-24
006_0v0s29q7zi94se,Qualified,2023-10-04
006_0v0s29q7zi94se,Proposal,2023-10-26
006_0v0s29q7zi94se,Negotiation,2023-11-02
006_0v0s29q7zi94se,Closed Won,2023-11-26
006_oo24yz4d8l5h1y,Prospecting,2023-06-11
006_oo24yz4d8l5h1y,Qualified,2023-06-16
006_oo24yz4d8l5h1y,Proposal,2023-06-21
006_oo24yz4d8l5h1y,Negotiation,2023-06-26
006_oo24yz4d8l5h1y,Closed Won,2023-07-20
006_kfy1axg606ausr,Prospecting,2024-12-20
006_kfy1axg606ausr,Qualified,2025-01-08
006_kfy1axg606ausr,Proposal,2025-01-27
006_kfy1axg606ausr,Negotiation,2025-01-30
006_kfy1axg606ausr,Closed Lost,2025-02-12
006_28gkc1duhhycsn,Prospecting,2024-08-13
006_28gkc1duhhycsn,Qualified,2024-08-19
006_28gkc1duhhycsn,Proposal,2024-08-22
006_28gkc1duhhycsn,Negotiation,2024-09-07
006_28gkc1duhhycsn,Closed Lost,2024-09-11
006_4azidh8pc1mm32,Prospecting,2025-01-27
006_4azidh8pc1mm32,Qualified,2025-02-06
006_4azidh8pc1mm32,Proposal,2025-02-20
006_4azidh8pc1mm32,Negotiation,2025-03-10
006_4azidh8pc1mm32,Closed Lost,2025-03-20
006_sve3hnio1xsdpr,Prospecting,2025-08-21
006_sve3hnio1xsdpr,Qualified,2025-08-25
006_sve3hnio1xsdpr,Proposal,2025-09-03
006_sve3hnio1xsdpr,Negotiation,2025-09-22
006_sve3hnio1xsdpr,Closed Won,2025-10-13
006_3pl92imcpbsz2b,Prospecting,2023-08-06
006_3pl92imcpbsz2b,Qualified,2023-08-19
006_3pl92imcpbsz2b,Proposal,2023-08-24
006_9j4i757wl424f7,Prospecting,2025-01-30
006_9j4i757wl424f7,Qualified,2025-02-18
006_9j4i757wl424f7,Proposal,2025-03-09
006_9j4i757wl424f7,Negotiation,2025-03-14
006_9j4i757wl424f7,Closed Won,2025-03-25
006_q0c30oqdzm2dsf,Prospecting,2024-10-12
006_q0c30oqdzm2dsf,Qualified,2024-10-15
006_typ1ifoyvg4xp1,Prospecting,2025-02-13
006_typ1ifoyvg4xp1,Qualified,2025-02-21
006_typ1ifoyvg4xp1,Proposal,2025-03-14
006_typ1ifoyvg4xp1,Negotiation,2025-04-04
006_typ1ifoyvg4xp1,Closed Won,2025-04-25
006_7ja031d95o27ur,Prospecting,2023-03-31
006_7ja031d95o27ur,Qualified,2023-04-08
006_7ja031d95o27ur,Proposal,2023-05-01
006_lcbq01s7clzc9o,Prospecting,2025-04-28
006_lcbq01s7clzc9o,Negotiation,2025-05-19
006_l154p4cfb9xchd,Prospecting,2024-12-20
006_l154p4cfb9xchd,Qualified,2024-12-26
006_l154p4cfb9xchd,Proposal,2025-01-13
006_l154p4cfb9xchd,Negotiation,2025-01-17
006_l154p4cfb9xchd,Closed Won,2025-02-04
006_12mj3dtusih3s2,Prospecting,2024-05-03
006_12mj3dtusih3s2,Qualified,2024-05-19
006_12mj3dtusih3s2,Proposal,2024-06-07
006_12mj3dtusih3s2,Negotiation,2024-06-15
006_12mj3dtusih3s2,Closed Lost,2024-07-09
006_my70nkfxt6mz1k,Prospecting,2023-03-13
006_my70nkfxt6mz1k,Qualified,2023-03-30
006_my70nkfxt6mz1k,Negotiation,2023-04-08
006_ufbq40dya6po2t,Prospecting,2024-11-11
006_ufbq40dya6po2t,Qualified,2024-11-30
006_ufbq40dya6po2t,Proposal,2024-12-08
006_ufbq40dya6po2t,Negotiation,2024-12-16
006_pzs3vfofscf14w,Prospecting,2025-09-14
006_pzs3vfofscf14w,Qualified,2025-09-19
006_pzs3vfofscf14w,Negotiation,2025-09-25
006_w6echrolvwwnw6,Prospecting,2023-04-14
006_w6echrolvwwnw6,Qualified,2023-05-08
006_w6echrolvwwnw6,Proposal,2023-05-17
006_w6echrolvwwnw6,Negotiation,2023-06-01
006_w6echrolvwwnw6,Closed Won,2023-06-25
006_pq067u8xi9we9z,Prospecting,2023-11-23
006_pq067u8xi9we9z,Qualified,2023-12-14
006_pq067u8xi9we9z,Proposal,2023-12-18
006_pq067u8xi9we9z,Negotiation,2024-01-08
006_pq067u8xi9we9z,Closed Won,2024-01-27
006_5aocy6erp4ytb4,Prospecting,2023-02-16
006_5aocy6erp4ytb4,Qualified,2023-03-06
006_y446hwigd0d8bm,Prospecting,2024-11-05
006_y446hwigd0d8bm,Qualified,2024-11-28
006_i576snsomh6l3p,Prospecting,2025-07-19
006_i576snsomh6l3p,Qualified,2025-07-28
006_i576snsomh6l3p,Proposal,2025-08-08
006_i576snsomh6l3p,Negotiation,2025-08-18
006_9jxbqurh0lqhjc,Prospecting,2024-06-20
006_9jxbqurh0lqhjc,Qualified,2024-07-11
006_9jxbqurh0lqhjc,Negotiation,2024-07-25
006_v1ln024sdee6v0,Prospecting,2023-04-05
006_v1ln024sdee6v0,Qualified,2023-04-27
006_v1ln024sdee6v0,Proposal,2023-05-04
006_v1ln024sdee6v0,Negotiation,2023-05-07
006_v1ln024sdee6v0,Closed Lost,2023-05-11
006_ozqeeo8m3at3jt,Prospecting,2023-03-15
006_ozqeeo8m3at3jt,Qualified,2023-04-01
006_ozqeeo8m3at3jt,Proposal,2023-04-24
006_ozqeeo8m3at3jt,Negotiation,2023-05-07
006_ozqeeo8m3at3jt,Closed Lost,2023-05-10
006_ghnnrj3jzym1x5,Prospecting,2024-08-03
006_ghnnrj3jzym1x5,Qualified,2024-08-25
006_ghnnrj3jzym1x5,Proposal,2024-09-02
006_ghnnrj3jzym1x5,Negotiation,2024-09-07
006_ghnnrj3jzym1x5,Closed Won,2024-10-01
006_hk083iah97ysdm,Prospecting,2023-04-14
006_hk083iah97ysdm,Qualified,2023-05-02
006_hlzdzmwhr3g14x,Prospecting,2023-07-28
006_hlzdzmwhr3g14x,Qualified,2023-08-19
006_hlzdzmwhr3g14x,Proposal,2023-09-07
006_hlzdzmwhr3g14x,Negotiation,2023-09-29
006_hlzdzmwhr3g14x,Closed Won,2023-10-23
006_k9xint2jmy91dh,Prospecting,2024-09-28
006_k9xint2jmy91dh,Qualified,2024-10-02
006_0yzc95wygd1ksb,Prospecting,2024-01-04
006_0yzc95wygd1ksb,Negotiation,2024-01-07
006_6gjhghn6ulb1eb,Prospecting,2025-03-18
006_6gjhghn6ulb1eb,Negotiation,2025-03-23
006_kzr7p67ydwktkd,Prospecting,2023-06-02
006_kzr7p67ydwktkd,Qualified,2023-06-20
006_7jokhkzjd3uckr,Prospecting,2023-07-20
006_7jokhkzjd3uckr,Qualified,2023-08-01
006_7jokhkzjd3uckr,Proposal,2023-08-09
006_7jokhkzjd3uckr,Negotiation,2023-08-24
006_7jokhkzjd3uckr,Closed Lost,2023-09-02
006_jheldt7o1h3y46,Prospecting,2025-01-03
006_jheldt7o1h3y46,Qualified,2025-01-19
